URLs Downloaded, Size(KB), # of Outlinks Found, Content Type
https://www.latimes.com/entertainment-arts/tv/story/2021-05-11/sandra-oh-greys-anatomy-killing-eve-asian-enough, 300, 136, text/html
https://www.latimes.com/local/political/la-me-pc-vaccine-mandate-bill-up-for-vote-thursday-in-california-assembly-20150624-story.html, 277, 126, text/html
https://www.latimes.com/food/story/2020-02-27/baroo-grand-central-market, 272, 131, text/html
https://www.latimes.com/local/lanow/la-me-ln-fireworks-air-pollution-20180703-story.html, 286, 134, text/html
https://www.latimes.com/entertainment-arts/tv/story/2021-08-19/netflix-the-chair-sandra-oh-amanda-peet-review?_amp=true, 239, 112, text/html
https://www.latimes.com/food/dailydish/la-fo-gold-review-sun-nong-dan-20161103-story.html?_amp=true, 252, 108, text/html
https://www.latimes.com/archives/la-xpm-1993-07-09-ca-11522-story.html, 233, 114, text/html
https://www.latimes.com/entertainment-arts/tv/story/2021-04-12/the-talk-cbs-returns-with-anti-racism-discussion, 317, 140, text/html
https://www.latimes.com/food/jonathan-gold/la-fo-gold-kato-review-20170613-story.html, 294, 129, text/html
https://www.latimes.com/local/lanow/la-me-ln-could-california-s-proposed-vaccine-law-be-unconstitutional-20150625-story.html?_amp=true, 217, 107, text/html
https://www.latimes.com/local/lanow/la-me-ln-emergency-alerts-california-20180318-story.html, 292, 125, text/html
https://www.latimes.com/100673346-132.html, 209, 107, text/html
https://www.latimes.com/nation/la-na-pol-nra-spending-20180303-story.html, 288, 134, text/html
https://www.latimes.com/archives/la-xpm-2007-jun-08-et-ned8-story.html, 235, 118, text/html
https://www.latimes.com/local/lanow/la-me-ln-county-fire-overtime-20181021-story.html, 298, 122, text/html
https://www.latimes.com/books/jacketcopy/la-ca-jc-david-duchovny-20150201-story.html, 276, 129, text/html
https://www.latimes.com/california/story/2021-07-27/cal-state-to-require-covid-vaccines-students-faculty-staff?_amp=true, 226, 107, text/html
https://www.latimes.com/food/story/2020-02-26/the-los-angeles-chefs-and-restaurants-nominated-for-2020-james-beard-awards, 264, 129, text/html
https://www.latimes.com/entertainment-arts/music/story/2020-09-03/nick-cordero-amanda-kloots-duet-covid-19, 308, 136, text/html
https://www.latimes.com/business/hollywood/la-fi-ct-netflix-programming-surge-20180812-story.html, 300, 128, text/html
https://www.latimes.com/entertainment/tv/showtracker/la-et-st-ca-futurama-20130707-story.html, 293, 133, text/html
https://www.latimes.com/food/dailydish/la-fo-gold-review-gus-fried-chicken-20160929-snap-story.html, 285, 128, text/html
https://www.latimes.com/opinion/story/2021-04-18/long-haul-covid-19-symptoms-chronic-illnesses?_amp=true, 215, 110, text/html
https://www.latimes.com/food/dailydish/la-dd-enchilada-month-gold-20160708-snap-story.html, 262, 133, text/html
https://www.latimes.com/knw8v-fkw28-123, 209, 107, text/html
https://www.latimes.com/politics/la-pol-ca-california-property-taxes-elites-201808-htmlstory.html, 307, 144, text/html
https://www.latimes.com/politics/la-pol-ca-antonio-villaraigosa-charter-school-money-governor-20180514-story.html, 300, 137, text/html
https://www.latimes.com/entertainment-arts/books/story/2021-06-14/her-public-grief-marked-covids-early-toll-amanda-kloots-on-her-memoir-and-nick-cordero?_amp=true, 253, 119, text/html
https://www.latimes.com/entertainment-arts/tv/story/2020-06-02/apple-tv-central-park-songs, 305, 135, text/html
https://www.latimes.com/food/dailydish/la-dd-kato-scouting-report-20160711-snap-story.html?_amp=true, 211, 107, text/html
https://www.latimes.com/projects/netflix-bojack-horseman-finale-guide-to-la/, 50, 28, text/html
https://www.latimes.com/food/la-fo-alameda-supper-club-review-downtown-bill-addison-20190529-story.html, 299, 132, text/html
https://www.latimes.com/projects/la-na-pol-trump-federal-judiciary/, 93, 47, text/html
https://www.latimes.com/food/story/2020-02-26/supermarkets-we-like, 351, 155, text/html
https://www.latimes.com/entertainment-arts/story/2020-07-07/nick-cordero-dead-amanda-kloots-video-instagram, 282, 137, text/html
https://www.latimes.com/entertainment-arts/business/story/2021-08-09/mike-richards-goes-into-spin-control-over-jeopardy-host-fiasco, 291, 137, text/html
https://www.latimes.com/archives/la-xpm-2002-oct-20-ca-brown20-story.html, 254, 114, text/html
https://www.latimes.com/food/dailydish/la-fo-re-khachapuri-20190116-story.html, 280, 133, text/html
https://www.latimes.com/food/dailydish/la-dd-curtis-stone-gwen-open-20160712-snap-story.html, 266, 130, text/html
https://www.latimes.com/california/story/2021-03-21/california-adopts-3-foot-desk-spacing-rule-for-schools-reopening, 280, 130, text/html
https://www.latimes.com/entertainment-arts/story/2020-07-06/nick-cordero-dead-amanda-kloots-zach-braff-celebrity-reactions, 319, 196, text/html
https://www.latimes.com/local/lanow/la-me-police-misconduct-complaints-20180923-story.html, 290, 124, text/html
https://www.latimes.com/food/la-fo-forn-al-hara-review-anaheim-patricia-escarcega-20190605-story.html?_amp=true, 236, 109, text/html
https://www.latimes.com/entertainment-arts/tv/story/2021-08-26/the-simpsons-the-harper-house-duncanville-animated-family-sitcoms?_amp=true, 252, 124, text/html
https://www.latimes.com/food/dailydish/la-fo-gold-review-destroyer-20161026-story.html, 294, 132, text/html
https://www.latimes.com/california/story/2021-05-13/gov-newsom-transitional-kindergarten-proposal-how-will-it-work, 288, 139, text/html
https://www.latimes.com/food/dailydish/la-fo-cookbook-ingredienti-hazan-20160629-snap-story.html, 260, 127, text/html
https://www.latimes.com/food/la-fo-re-bill-addison-review-fiona-20190110-htmlstory.html, 312, 137, text/html
https://www.latimes.com/food/la-fo-the-manufactory-tartine-bianco-review-patricia-escarcega-20190529-story.html, 280, 130, text/html
https://www.latimes.com/entertainment-arts/tv/story/2021-08-05/marvel-disney-junior-spidey-and-his-amazing-friends, 314, 130, text/html
https://www.latimes.com/food/la-fo-northern-thai-food-club-hollywood-review-bill-addison-20190522-story.html?_amp=true, 235, 104, text/html
https://www.latimes.com/projects/la-pol-ca-california-top-two-primary/, 57, 61, text/html
https://www.latimes.com/archives/la-xpm-2002-sep-25-fo-vinegar25-story.html, 269, 114, text/html
https://www.latimes.com/food/dailydish/la-fo-gold-review-pyt-20161020-snap-story.html, 1640, 130, text/html
https://www.latimes.com/sports/olympics/story/2021-08-08/winners-losers-tokyo-olympic-games-simone-biles-us-basketball-kevin-durant?_amp=true, 225, 108, text/html
https://www.latimes.com/sports/highschool/story/2021-09-11/high-school-football-scores-southern-california-cif-week-3-2021?_amp=true, 360, 107, text/html
https://www.latimes.com/projects/la-pol-ca-orange-county-democrats-2018/, 42, 52, text/html
https://www.latimes.com/sports/highschool/story/2021-09-16/high-school-football-scores-thursday-sept-16?_amp=true, 213, 107, text/html
https://www.latimes.com/california/story/2020-08-16/l-a-schools-announce-massive-covid-19-testing-tracing-initiative-for-all-students-staff, 282, 131, text/html
https://www.latimes.com/food/la-fo-gold-20140222-story.html?_amp=true, 254, 106, text/html
https://www.latimes.com/sports/olympics/story/2021-08-07/artistic-swimming-tokyo-olympics?_amp=true, 216, 97, text/html
https://www.latimes.com/food/la-fo-tehachapi-grain-project-20160718-snap-story.html, 305, 129, text/html
https://www.latimes.com/archives/la-xpm-1995-01-28-mn-25272-story.html?_amp=true, 201, 94, text/html
https://www.latimes.com/recipe/chicken-braised-with-figs-honey-and-vinegar?_amp=true, 251, 104, text/html
https://www.latimes.com/projects/la-pol-ca-late-vote-shift/, 39, 39, text/html
https://www.latimes.com/food/story/2020-12-29/diy-restaurant-meal-kits, 344, 148, text/html
https://www.latimes.com/california/story/2021-03-31/lausd-covid-data-show-alarming-learning-harm-report, 292, 133, text/html
https://www.latimes.com/local/california/la-me-1125-oc-serial-killers-20141125-story.html, 271, 120, text/html
https://www.latimes.com/food/la-fo-village-bread-calimesa-20190121-story.html, 266, 133, text/html
https://www.latimes.com/local/lanow/la-me-ln-bike-payouts-20180203-htmlstory.html, 294, 133, text/html
https://www.latimes.com/entertainment/tv/la-xpm-2012-sep-15-la-et-st-ca-steve-martin-television-stuff-dvd-20120916-story.html, 290, 132, text/html
https://www.latimes.com/local/great-reads/la-me-c1-oc-mom-killing-20140506-story.html, 276, 120, text/html
https://www.latimes.com/california/story/2021-07-10/california-to-require-masks-in-schools-despite-cdc-guidelines-theyre-not-needed-if-vaccinated?_amp=true, 237, 115, text/html
https://www.latimes.com/food/la-fo-patricia-escarcega-qa-20190110-story.html, 283, 131, text/html
https://www.latimes.com/local/lanow/la-xpm-2014-mar-17-la-me-ln-woman-in-trash-20140317-story.html, 271, 125, text/html
https://www.latimes.com/projects/la-me-malibu-woolsey-destruction-map/, 29, 38, text/html
https://www.latimes.com/sports/olympics/newsletter/2021-08-07/tokyo-olympics-allyson-felix-us-mens-basketball-sports-report, 306, 135, text/html
https://www.latimes.com/food/dailydish/la-dd-pasadenas-new-grist-toll-mill-specializes-in-locally-grown-wheat-20131119-story.html, 267, 139, text/html
https://www.latimes.com/local/lanow/la-me-ln-orange-county-serial-killings-20161215-story.html, 268, 122, text/html
https://www.latimes.com/projects/la-na-abortion-laws-roe-wade/, 32, 56, text/html
https://www.latimes.com/food/story/2020-11-24/koreatown-ob-bear-fire, 264, 137, text/html
https://www.latimes.com/food/dailydish/la-fo-re-hainan-chicken-20180123-story.html?_amp=true, 212, 106, text/html
https://www.latimes.com/local/lanow/la-me-ln-woman-found-in-trash-20140315-story.html, 260, 122, text/html
https://www.latimes.com/food/la-fo-re-zooies-cookies-20190130-story.html, 274, 134, text/html
https://www.latimes.com/entertainment-arts/tv/story/2021-08-11/jeopardy-taps-both-mike-richards-and-mayim-bialik-to-replace-alex-trebek, 316, 138, text/html
https://www.latimes.com/sports/angels/story/2021-05-02/mike-trout-angels-mlb-best-month-ever-april, 285, 137, text/html
https://www.latimes.com/local/lanow/la-xpm-2014-apr-15-la-me-ln-serial-killings-landfill-search-20140415-story.html, 259, 123, text/html
https://www.latimes.com/entertainment-arts/books/story/2021-07-28/bestsellers-list-sunday-august-1, 262, 129, text/html
https://www.latimes.com/food/story/2020-12-15/sunset-sushi-opens-in-silver-lake-bootleg-pizza-goes-permanent-on-pico, 263, 134, text/html
https://www.latimes.com/archives/la-xpm-1991-02-08-ca-510-story.html, 233, 114, text/html
https://www.latimes.com/food/story/2019-12-02/hotville-hot-chicken?_amp=true, 219, 108, text/html
https://www.latimes.com/obituaries/story/2020-11-08/alex-trebek-jeopardy-dead, 393, 159, text/html
https://www.latimes.com/food/la-fo-gusto-bread-baker-20190204-story.html?_amp=true, 252, 114, text/html
https://www.latimes.com/entertainment-arts/tv/story/2021-08-31/only-murders-in-the-building-steve-martin-short-selena-gomez?_amp=true, 233, 113, text/html
https://www.latimes.com/food/story/2020-12-07/restaurants-owners-protest-outdoor-dining-ban, 288, 141, text/html
https://www.latimes.com/entertainment-arts/books/story/2021-07-21/bestsellers-list-sunday-july-25, 262, 129, text/html
https://www.latimes.com/food/jonathan-gold/la-fo-gold-marche-moderne-review-20170105-story.html, 307, 128, text/html
https://www.latimes.com/entertainment/envelope/la-en-st-steve-martin-short-netflix-emmys-20180814-story.html, 279, 127, text/html
https://www.latimes.com/food/la-fo-gold-20140503-story.html?_amp=true, 212, 105, text/html
https://www.latimes.com/local/lanow/la-me-sheriff-latino-drug-stops-grapevine-20181004-htmlstory.html, 311, 149, text/html
https://www.latimes.com/food/story/2019-08-27/chicken-sausage-south-los-angeles, 310, 132, text/html
https://www.latimes.com/food/la-fo-carlos-salgado-taco-maria-mexican-identity-mesamerica-1-story.html, 276, 125, text/html
https://www.latimes.com/projects/la-pol-ca-next-california-economy/, 68, 62, text/html
https://www.latimes.com/entertainment-arts/books/story/2021-08-18/bestsellers-list-sunday-august-22, 262, 129, text/html
https://www.latimes.com/sports/angels/story/2021-09-03/angels-brandon-marsh-major-league-call-up-father-cancer?_amp=true, 264, 109, text/html
https://www.latimes.com/food/jonathan-gold/la-fo-gold-rossoblu-review-20170619-story.html?_amp=true, 274, 105, text/html
https://www.latimes.com/food/story/2021-01-04/ronnies-kickin-food-truck, 292, 130, text/html
https://www.latimes.com/projects/101-best-la-restaurants-2019/, 430, 304, text/html
https://www.latimes.com/sports/olympics/story/2021-08-07/united-states-womens-volleyball-wins-gold-medal-tokyo-olympics, 308, 138, text/html
https://www.latimes.com/local/lanow/la-me-edu-koreatown-school-mural-dispute-20190529-story.html?_amp=true, 211, 100, text/html
https://www.latimes.com/food/story/2020-12-03/hillstone-restaurant-group-faces-price-gouging-lawsuit-over-15-takeout-fee, 262, 129, text/html
https://www.latimes.com/projects/la-sp-lebron-lakers/, 54, 43, text/html
https://www.latimes.com/food/la-fo-gold-shibumi-20160728-snap-story.html?_amp=true, 231, 105, text/html
https://www.latimes.com/food/la-fo-fried-chicken-20160615-snap-story.html?_amp=true, 251, 105, text/html
https://www.latimes.com/california/story/2021-08-09/delta-variant-is-sucking-the-joy-out-of-back-to-school-2021?_amp=true, 269, 111, text/html
https://www.latimes.com/entertainment/tv/la-et-st-maya-and-marty-review-20160527-snap-story.html, 292, 130, text/html
https://www.latimes.com/politics/la-pol-ca-governors-race-independent-expenditures-20180527-story.html, 294, 138, text/html
https://www.latimes.com/sports/olympics/story/2021-08-07/united-states-womens-basketball-defeats-japan-tokyo-olympics-gold-medal, 295, 141, text/html
https://www.latimes.com/food/story/2020-12-08/now-serving-la-restaurant-cookbook-series, 267, 135, text/html
https://www.latimes.com/food/story/2020-01-18/101-best-restaurants-orange-county?_amp=true, 236, 117, text/html
https://www.latimes.com/local/obituaries/la-me-henry-rowen-20151119-story.html, 270, 129, text/html
https://www.latimes.com/california/story/2021-05-14/vaccinations-for-los-angeles-children-12-and-older-now-available?_amp=true, 210, 109, text/html
https://www.latimes.com/entertainment-arts/music/story/2021-03-11/selena-gomez-revelacion-spanish-language-record, 337, 143, text/html
https://www.latimes.com/politics/la-na-pol-trump-insurance-opposition-20180530-story.html, 287, 131, text/html
https://www.latimes.com/food/story/2019-07-09/naugles-tacos-fountain-valley, 288, 139, text/html
https://www.latimes.com/food/newsletter/2021-07-17/adrian-miller-black-smoke-african-american-barbecue-tasting-notes, 282, 134, text/html
https://www.latimes.com/projects/la-pol-women-elected/static/img/women-topper.gif, 338, 0, image/gif
https://www.latimes.com/sports/sportsnow/la-me-1984-summer-olympics-pictures-20170731-photogallery.html, 264, 97, text/html
https://www.latimes.com/projects/la-sp-albert-pujols-3000-hit-club/, 46, 34, text/html
https://www.latimes.com/sports/angels/story/2020-09-11/angels-outfield-prospect-brandon-marsh-works-on-craft-while-awaiting-call-up, 271, 140, text/html
https://www.latimes.com/food/story/2021-01-06/morihiro-sushi-atwater-village, 275, 131, text/html
https://www.latimes.com/sports/olympics/story/2021-08-08/women-dominate-tokyo-olympics?_amp=true, 244, 115, text/html
https://www.latimes.com/food/dailydish/la-dd-vada-pav-los-angeles-20150304-story.html, 271, 127, text/html
https://www.latimes.com/projects/la-me-robinson-helicopters/, 51, 66, text/html
https://www.latimes.com/projects/how-much-are-they-worth/static/clean/img/hmatw-share.png, 165, 0, image/png
https://www.latimes.com/food/dailydish/la-dd-summer-cocktail-recipes-20160629-snap-story.html, 370, 172, text/html
https://www.latimes.com/food/dailydish/la-dd-jonathan-gold-veg-tacos-story.html, 281, 131, text/html
https://www.latimes.com/california/story/2021-05-17/as-california-expands-vaccine-eligibility-to-adolescents-parents-weigh-the-risks, 304, 140, text/html
https://www.latimes.com/food/newsletter/2021-07-10/boyle-heights-is-home-to-incredible-cameroonian-cooking-tasting-notes, 269, 128, text/html
https://www.latimes.com/local/obituaries/la-fg-toronto-mayor-rob-ford-dies-20160322-story.html, 561, 224, text/html
https://www.latimes.com/food/dailydish/la-dd-badmaash-indian-gastropub-opens-in-downtown-20130506-story.html, 294, 132, text/html
https://www.latimes.com/recipe/jicama-slaw?_amp=true, 244, 105, text/html
https://www.latimes.com/local/lanow/la-me-ln-city-payouts-20180627-story.html, 309, 140, text/html
https://www.latimes.com/california/story/2021-06-02/california-parents-form-post-covid-education-activist-group, 271, 133, text/html
https://www.latimes.com/food/story/2019-11-12/off-menu-badmaash-indian-artesia-lucas-peterson?_amp=true, 175, 94, text/html
https://www.latimes.com/food/story/2020-01-30/found-oyster-east-hollywood-seafood-review-bill-addison?_amp=true, 232, 105, text/html
https://www.latimes.com/california/story/2021-04-08/parents-sue-lausd-push-wider-reopening-no-covid-tests?_amp=true, 236, 111, text/html
https://www.latimes.com/projects/la-me-street-racing/, 35, 48, text/html
https://www.latimes.com/food/story/2019-11-12/recipe-goan-pork-curry-badmaash-culinary-sos, 275, 128, text/html
https://www.latimes.com/archives/la-xpm-2005-jun-29-fo-calcook29-story.html, 273, 116, text/html
https://www.latimes.com/science/story/2021-06-07/study-shows-how-schools-can-reopen-safely-in-the-fall, 295, 138, text/html
https://www.latimes.com/opinion/story/2021-08-05/biden-cuba-remittances-ban-right-wing-elites, 279, 147, text/html
https://www.latimes.com/archives/la-xpm-2010-mar-20-la-me-puente-hills-fault20-2010mar20-story.html, 230, 124, text/html
https://www.latimes.com/local/lanow/la-me-ln-nancy-reagan-astrology-20160306-story.html, 275, 130, text/html
https://www.latimes.com/sports/olympics/story/2021-08-29/jacques-rogge-ioc-president-for-12-years-dies-at-79?_amp=true, 254, 110, text/html
https://www.latimes.com/politics/la-na-pol-gop-money-20181031-story.html, 285, 131, text/html
https://www.latimes.com/local/lanow/la-me-ln-how-prepare-earthquake-20170909-htmlstory.html, 298, 155, text/html
https://www.latimes.com/opinion/story/2021-08-15/sanctions-us-cuba-iran-north-korea?_amp=true, 219, 115, text/html
https://www.latimes.com/sports/soccer/story/2021-06-13/euro-2020-christian-eriksen-collapse-was-gone-before-being-resuscitated-doctor, 250, 125, text/html
https://www.latimes.com/california/story/2021-07-29/ojai-boarding-school-drops-former-heads-name-from-campus-after-misconduct-report, 286, 128, text/html
https://www.latimes.com/sports/story/2021-08-28/novak-djokovic-grand-slams-record-us-open-coronavirus-tennis, 292, 148, text/html
https://www.latimes.com/obituaries/story/2020-05-27/larry-kramer-dead, 292, 131, text/html
https://www.latimes.com/world-nation/story/2020-10-07/european-union-calls-for-an-end-to-fighting-between-armenian-and-azerbaijani-forces, 269, 130, text/html
https://www.latimes.com/local/lanow/la-me-exide-cleanup-20180426-story.html, 312, 134, text/html
https://www.latimes.com/sports/soccer/story/2021-08-14/jonathan-klinsmann-kevin-cabral-help-galaxy-beat-minnesota-united-1-0, 237, 127, text/html
https://www.latimes.com/home/la-hm-get-your-earthquake-kit-started-20190330-story.html, 257, 127, text/html
https://www.latimes.com/entertainment/movies/la-et-mn-city-of-gold-review-20160311-story.html, 277, 127, text/html
https://www.latimes.com/california/story/2020-10-11/armenian-food-azerbaijan-fighting, 295, 128, text/html
https://www.latimes.com/local/obituaries/la-me-stephen-birmingham-20151124-story.html, 269, 126, text/html
https://www.latimes.com/entertainment-arts/tv/story/2021-06-25/conan-obrien-tbs-final-show-team-coco, 317, 139, text/html
https://www.latimes.com/world-nation/story/2021-07-30/drone-strike-hit-oil-tanker-off-the-coast-of-oman-killing-2-us-navy-says, 272, 129, text/html
https://www.latimes.com/local/lanow/la-me-hayward-fault-20180417-htmlstory.html, 284, 125, text/html
https://www.latimes.com/sports/soccer/story/2021-08-16/carli-lloyd-will-retire-later-this-year, 270, 131, text/html
https://www.latimes.com/local/lanow/la-me-lake-county-fire-epicenter-20180814-story.html, 283, 127, text/html
https://www.latimes.com/entertainment-arts/tv/story/2021-09-16/norm-macdonald-death-snl-letterman-conan?_amp=true, 234, 114, text/html
https://www.latimes.com/sports/highschool/story/2021-09-18/crenshaw-picks-up-first-football-win?_amp=true, 206, 109, text/html
https://www.latimes.com/california/story/2020-10-05/armenian-protesters-in-l-a-decry-violence-in-nagorno-karabakh, 287, 123, text/html
https://www.latimes.com/sports/soccer/story/2021-08-15/lafc-extends-franchise-record-winless-streak-to-six-games-falling-at-atlanta-united, 239, 125, text/html
https://www.latimes.com/sports/highschool/story/2021-09-11/high-school-football-saturday-scores-september-11?_amp=true, 210, 107, text/html
https://www.latimes.com/world-nation/story/2021-07-30/u-s-sets-new-cuba-sanctions-as-biden-meets-with-cuban-american-leaders, 277, 127, text/html
https://www.latimes.com/projects/how-much-are-they-worth/, 106, 146, text/html
https://www.latimes.com/california/story/2019-07-25/ridgecrest-quakes-trigger-something-on-san-andreas, 314, 158, text/html
https://www.latimes.com/food/story/2020-10-08/tamales-elena-y-antojitos-afro-mexican-bell-gardens?_amp=true, 235, 105, text/html
https://www.latimes.com/world-nation/story/2021-08-23/florida-school-mask-mandate-power-struggle-goes-before-judge, 294, 133, text/html
https://www.latimes.com/food/la-xpm-2012-jun-15-la-fo-0616-gold-20120616-story.html?_amp=true, 220, 105, text/html
https://www.latimes.com/sports/angels/liveblog/angels-new-york-yankees-live-updates-news-odds-scores?p=shohei-ohtani-to-make-next-pitching-start-on-friday-against-rangers, 448, 169, text/html
https://www.latimes.com/projects/la-pol-ca-orange-county-primary-2018/, 37, 51, text/html
https://www.latimes.com/sports/olympics/story/2021-07-30/photo-galleries-from-the-tokyo-olympics, 401, 153, text/html
https://www.latimes.com/world-nation/story/2021-08-27/judge-blocks-florida-governors-order-banning-mask-mandates?_amp=true, 223, 105, text/html
https://www.latimes.com/california/story/2019-08-14/earthquake-early-warning-app-shakealertla-released, 278, 130, text/html
https://www.latimes.com/style/la-fo-kogi11-2009feb11-story.html?_amp=true, 256, 112, text/html
https://www.latimes.com/sports/angels/liveblog/angels-new-york-yankees-live-updates-news-odds-scores?p=mike-trout-getting-closer-to-potential-season-shutdown-as-calf-soreness-lingers, 448, 169, text/html
https://www.latimes.com/opinion/story/2021-05-16/grand-strategy-domestic-politics-joe-biden?_amp=true, 219, 105, text/html
https://www.latimes.com/opinion/story/2021-07-04/immigrants-american-history-xenophobia-citizens?_amp=true, 223, 119, text/html
https://www.latimes.com/world-nation/story/2021-02-07/iran-us-must-lift-sanctions-before-it-lives-up-to-nuke-deal, 267, 128, text/html
https://www.latimes.com/world-nation/story/2021-06-11/millions-in-u-s-struggle-through-life-with-few-to-trust, 272, 129, text/html
https://www.latimes.com/food/story/2019-10-29/off-menu-orange-county-little-saigon-vietnamese-lucas-peterson?_amp=true, 172, 93, text/html
https://www.latimes.com/entertainment-arts/tv/story/2021-09-13/how-to-watch-mike-richards-brief-jeopardy-hosting-stint, 304, 141, text/html
https://www.latimes.com/projects/california-earthquake-fault-map/static/images/fault_locator.png, 256, 0, image/png
https://www.latimes.com/sports/angels/liveblog/angels-new-york-yankees-live-updates-news-odds-scores?p=andrew-heaney-has-fond-angels-memories-but-also-regrets-we-never-accomplished-what-we-were-seeking-to-do, 448, 169, text/html
https://www.latimes.com/sports/angels/story/2021-09-14/angels-luis-rengifo-arrest-warrant-venezuela-forgery?_amp=true, 200, 108, text/html
https://www.latimes.com/opinion/story/2021-07-11/lonely-century-global-crisis-loneliness?_amp=true, 228, 130, text/html
https://www.latimes.com/food/dailydish/la-dd-talking-to-los-angeles-chefs-20170422-htmlstory.html, 282, 142, text/html
https://www.latimes.com/food/la-fo-banh-cuon-vietnamese-food-little-saigon-20190619-story.html, 286, 130, text/html
https://www.latimes.com/science/story/2021-08-11/fda-third-covid-19-shot-immunocompromised-patients, 279, 128, text/html
https://www.latimes.com/sports/highschool/story/2021-09-17/girls-see-more-success-as-high-school-football-kickers?_amp=true, 228, 97, text/html
https://www.latimes.com/archives/la-xpm-1994-11-09-mn-60571-story.html?_amp=true, 190, 94, text/html
https://www.latimes.com/sports/angels/liveblog/angels-vs-texas-rangers-live-updates-news-odds-score-jose-iglesias-shohei-ohtani-mike-trout?p=jose-suarez-pitches-a-complete-game-in-angels-4-1-win-over-rangers, 495, 172, text/html
https://www.latimes.com/opinion/story/2021-09-14/newsom-crushes-recall-election?_amp=true, 228, 113, text/html
https://www.latimes.com/food/dailydish/la-dd-jonathan-gold-picks-7-restaurants-for-pho-20140228-story.html, 272, 132, text/html
https://www.latimes.com/food/dailydish/la-fo-marcus-samuelsson-biscuits-cookbook-20161028-story.html, 277, 131, text/html
https://www.latimes.com/california/story/2020-04-23/skelton-gavin-newsom-coronavirus-economic-task-force, 275, 126, text/html
https://www.latimes.com/people/zach-levitt, 193, 108, text/html
https://www.latimes.com/sports/angels/liveblog/angels-new-york-yankees-live-updates-news-odds-scores?_amp=true, 338, 95, text/html
https://www.latimes.com/opinion/story/2021-09-19/using-recreational-drugs-safely?_amp=true, 222, 108, text/html
https://www.latimes.com/sports/olympics/story/2021-08-08/greatest-moments-tokyo-olympics-suni-lee-tom-daley?_amp=true, 201, 89, text/html
https://www.latimes.com/local/lanow/la-me-ln-earthquake-drought-storm-20190402-story.html, 314, 153, text/html
https://www.latimes.com/california/story/2021-02-19/gavin-newsom-recall-election-campaign-1-million-signatures, 287, 133, text/html
https://www.latimes.com/food/dailydish/la-fo-genet-agonafer-ethiopian-chef-20170412-story.html?_amp=true, 259, 111, text/html
https://www.latimes.com/opinion/story/2021-07-25/climate-change-renewable-energy-technologies-natural-gas-california?_amp=true, 220, 121, text/html
https://www.latimes.com/food/la-fo-gold-simbal-review-20160416-story.html, 311, 127, text/html
https://www.latimes.com/sports/angels/liveblog/angels-new-york-yankees-live-updates-news-odds-scores?p=it-sucks-patrick-sandoval-discusses-season-ending-back-injury-plus-other-angels-notes-as-rosters-expand-to-28, 448, 169, text/html
https://www.latimes.com/nation/la-na-prince-criminal-charges-20180419-story.html, 284, 128, text/html
https://www.latimes.com/sports/olympics/story/2021-08-07/best-photos-from-day-16-at-tokyo-olympics?_amp=true, 229, 96, text/html
https://www.latimes.com/sports/angels/story/2021-07-12/shohei-ohtani-angels-teammates-all-star-game-mike-trout, 271, 133, text/html
https://www.latimes.com/food/story/2020-02-20/las-taqueras-los-angeles-women-taco-makers-escarcega?_amp=true, 294, 109, text/html
https://www.latimes.com/opinion/story/2021-06-06/food-processed-addictions-fat-sugar-psychology?_amp=true, 217, 114, text/html
https://www.latimes.com/food/story/2020-12-13/101-best-la-restaurants-2020-takeout-escarcega?_amp=true, 218, 111, text/html
https://www.latimes.com/food/story/2019-08-08/fiona-restaurant-nicole-rucker-fairfax, 262, 131, text/html
https://www.latimes.com/environment/newsletter/2020-06-25/will-the-rich-continue-to-be-the-main-beneficiaries-of-californias-clean-energy-future-boiling-point, 306, 149, text/html
https://www.latimes.com/food/jonathan-gold/la-fo-jonathan-gold-what-does-it-mean-to-be-a-chef-in-la-20170421-story.html, 251, 124, text/html
https://www.latimes.com/sports/angels/liveblog/angels-vs-texas-rangers-live-updates-news-odds-score-jose-iglesias-shohei-ohtani-mike-trout?p=angels-release-shortstop-jose-iglesias, 495, 172, text/html
https://www.latimes.com/archives/la-xpm-1994-11-17-mn-63837-story.html?_amp=true, 201, 94, text/html
https://www.latimes.com/food/la-fo-re-bill-addison-review-tacos1986-20190207-story.html, 285, 132, text/html
https://www.latimes.com/recipe/sticky-sour-tamarind-lamb-shanks?_amp=true, 227, 99, text/html
https://www.latimes.com/food/la-fo-yours-truly-review-venice-abbot-kinney-patricia-escarcega-20190515-story.html, 276, 128, text/html
https://www.latimes.com/world-nation/story/2021-03-10/thomas-bach-re-elected-as-ioc-president-until-2025, 277, 134, text/html
https://www.latimes.com/sports/angels/liveblog/angels-vs-texas-rangers-live-updates-news-odds-score-jose-iglesias-shohei-ohtani-mike-trout?_amp=true, 379, 104, text/html
https://www.latimes.com/food/story/2019-10-16/brodard-vietnamese-fountain-valley-review-patricia-escarcega?_amp=true, 231, 105, text/html
https://www.latimes.com/sports/olympics/story/2021-08-08/tokyo-olympics-courageous-effort-covid-19-pandemic-fans-simone-biles?_amp=true, 240, 111, text/html
https://www.latimes.com/science/sciencenow/la-sci-sn-global-warming-next-decade-20190329-story.html, 305, 148, text/html
https://www.latimes.com/sports/angels/liveblog/angels-vs-baltimore-orioles-live-updates-news-odds-score?_amp=true, 240, 97, text/html
